impressions,hour,campaign,campaign_id,clicks
2808,2012-10-14 12:00:00,1de159,1120,0
2014,2012-10-15 16:00:00,1de159,1120,0
6440,2012-10-01 16:00:00,1li96,1113,4
1660,2012-10-15 14:00:00,1de159,1120,2
1318,2012-10-14 10:00:00,1de159,1120,2
27542,2012-10-02 02:00:00,1de159,1120,33
2005,2012-09-30 13:00:00,1li96,1113,1
2547,2012-09-30 17:00:00,1li96,1113,2
47,2012-10-03 08:00:00,1li98,1117,0
544,2012-10-01 02:00:00,1li96,1113,0
10,2012-10-02 21:00:00,1li98,1117,0
3187,2012-10-01 03:00:00,1li98,1117,0
6828,2012-10-01 12:00:00,1li96,1113,0
39315,2012-10-04 11:00:00,1li98,1117,6
924,2012-10-01 20:00:00,1li96,1113,0
